ID;City;Weekdays_WE;Price;room_type;room_shared;room_private;person_capacity;host_is_superhost;multi_room;Buisness_noBuisness;cleanliness_rating;guest_satisfaction_overall;bedrooms;Center_dist;metro_dist;lng;lat
12280;Rome;Weekdays;232,8571763;Entire home/apt;False;False;3;False;0;1;9;96;1;2,629156104;1,432127833;12,47096;41,89716
12281;Rome;Weekdays;71,54045777;Private room;False;True;2;False;1;0;9;91;1;3,511814766;0,367441981;12,52747;41,87549
12282;Rome;Weekdays;173,0063358;Entire home/apt;False;False;4;True;0;1;10;97;2;3,440668867;0,634226185;12,461;41,904
12283;Rome;Weekdays;247,8198864;Entire home/apt;False;False;6;False;0;0;10;96;1;1,792704944;0,816055233;12,48075;41,89929
12284;Rome;Weekdays;145,418839;Entire home/apt;False;False;2;False;0;0;10;94;1;2,356244411;0,852318073;12,50348;41,87968
12285;Rome;Weekdays;258,1067496;Entire home/apt;False;False;4;False;1;0;9;94;1;1,436799413;0,384933137;12,485;41,902
12286;Rome;Weekdays;126,9492437;Entire home/apt;False;False;2;False;1;0;9;87;1;3,535795029;0,270042531;12,46076;41,90812
12287;Rome;Weekdays;174,1752975;Entire home/apt;False;False;2;False;1;0;8;77;1;2,182775658;1,143699836;12,47636;41,8974
12288;Rome;Weekdays;161,5505108;Private room;False;True;2;False;1;0;10;98;1;2,066039571;0,036149101;12,51795;41,88644
12289;Rome;Weekdays;158,7450027;Private room;False;True;2;False;0;0;10;100;1;3,110527922;0,396511699;12,466;41,908
12290;Rome;Weekdays;131,3912982;Private room;False;True;3;False;1;0;9;89;1;4,372489203;1,944983468;12,45911;41,87828
12291;Rome;Weekdays;292,9418091;Entire home/apt;False;False;6;True;1;0;10;98;2;3,150292443;0,249436087;12,52058;41,87604
12292;Rome;Weekdays;255,7688261;Entire home/apt;False;False;4;False;0;0;9;91;1;2,966358509;1,866939095;12,46856;41,89195
12293;Rome;Weekdays;163,6546419;Entire home/apt;False;False;5;False;0;1;8;82;1;4,005269396;0,992557758;12,454;41,9
12294;Rome;Weekdays;263,0163888;Entire home/apt;False;False;6;False;1;0;8;93;3;4,101937373;0,814841112;12,45748;41,91653
12295;Rome;Weekdays;112,9217029;Entire home/apt;False;False;4;True;0;0;10;98;1;5,559090031;2,641414213;12,44368;41,8766
12296;Rome;Weekdays;138,4050686;Entire home/apt;False;False;2;False;0;0;10;100;1;5,84743163;0,474167182;12,48102;41,85068
12297;Rome;Weekdays;334,3230543;Entire home/apt;False;False;6;False;0;0;10;100;2;1,696358536;0,753287978;12,48188;41,89958
12298;Rome;Weekdays;103,8038015;Private room;False;True;2;False;1;0;9;94;1;2,203986548;0,433242973;12,526;41,892
12299;Rome;Weekdays;190,073177;Entire home/apt;False;False;2;True;0;0;10;97;1;3,748463206;0,927545657;12,45708;41,90087
12300;Rome;Weekdays;285,6942464;Entire home/apt;False;False;5;False;0;0;9;90;2;0,773502338;0,330139435;12,493;41,9
12301;Rome;Weekdays;184,9297454;Entire home/apt;False;False;3;False;0;1;9;85;0;2,434003097;1,050783208;12,47292;41,90065
12302;Rome;Weekdays;161,5505108;Entire home/apt;False;False;6;True;0;0;10;96;2;5,229526572;2,607524541;12,45101;41,87348
12303;Rome;Weekdays;241,0399084;Entire home/apt;False;False;3;False;1;0;10;92;1;1,142410622;0,942865331;12,515;41,897
12304;Rome;Weekdays;78,32043579;Private room;False;True;3;False;1;0;10;93;1;5,327946567;0,853114817;12,44006;41,9128
12305;Rome;Weekdays;241,9750777;Entire home/apt;False;False;4;False;1;0;9;80;1;1,785003059;0,591448999;12,48455;41,89174
12306;Rome;Weekdays;311,177612;Entire home/apt;False;False;6;True;0;1;10;97;2;0,875452475;0,46402491;12,492;41,899
12307;Rome;Weekdays;317,9575901;Entire home/apt;False;False;4;True;0;1;10;97;2;0,875459907;0,4640319;12,492;41,899
12308;Rome;Weekdays;84,16524443;Private room;False;True;2;False;1;0;9;92;1;2,942726616;1,056698603;12,53723;41,89655
12309;Rome;Weekdays;172,7725434;Private room;False;True;3;False;0;1;9;88;1;0,378196869;0,342124246;12,49857;41,89886
12310;Rome;Weekdays;189,1380076;Entire home/apt;False;False;2;False;0;1;9;93;1;2,40432021;1,41325223;12,47417;41,89554
12311;Rome;Weekdays;80,65835925;Private room;False;True;2;True;1;0;10;97;1;2,760895438;0,217817544;12,52974;41,88688
12312;Rome;Weekdays;158,978795;Entire home/apt;False;False;6;False;0;0;10;95;2;3,39322539;0,84362976;12,47333;41,87928
12313;Rome;Weekdays;161,5505108;Entire home/apt;False;False;5;False;0;0;10;92;1;1,271392687;0,29364702;12,51;41,891
12314;Rome;Weekdays;435,7889323;Entire home/apt;False;False;6;False;1;0;9;82;3;2,040757304;0,332538058;12,47975;41,90829
12315;Rome;Weekdays;366,586398;Entire home/apt;False;False;4;False;0;0;10;96;1;2,773377574;1,224441679;12,46883;41,90071
12316;Rome;Weekdays;148,6919318;Private room;False;True;2;True;0;0;10;99;1;3,247408983;0,392328669;12,51696;41,92796
12317;Rome;Weekdays;173,9415052;Private room;False;True;2;False;0;1;9;91;1;1,423024367;0,45539683;12,488;41,908
12318;Rome;Weekdays;132,7940523;Private room;False;True;2;False;0;0;10;97;1;4,050383867;0,926141879;12,45915;41,91799
12319;Rome;Weekdays;201,7627943;Entire home/apt;False;False;4;True;0;0;10;98;1;3,540027961;0,303021977;12,47949;41,87392
12320;Rome;Weekdays;158,978795;Entire home/apt;False;False;2;True;0;0;10;99;1;4,285208572;1,044935885;12,45107;41,89576
12321;Rome;Weekdays;276,5763449;Entire home/apt;False;False;2;False;1;0;10;100;1;2,412222057;0,921687677;12,47325;41,90237
12322;Rome;Weekdays;145,1850466;Private room;False;True;2;True;0;0;10;98;1;1,521294187;0,601560019;12,49718;41,88771
12323;Rome;Weekdays;195,9179856;Entire home/apt;False;False;4;True;1;0;9;98;1;4,220713965;1,498421375;12,46423;41,87564
12324;Rome;Weekdays;247,586094;Entire home/apt;False;False;4;True;1;0;10;99;1;2,24705816;0,852992667;12,47518;41,9014
12325;Rome;Weekdays;265,12052;Entire home/apt;False;False;5;False;0;0;9;94;3;3,082684641;1,953271896;12,46667;41,8929
12326;Rome;Weekdays;162,4856802;Entire home/apt;False;False;5;True;0;0;9;93;2;3,36043504;0,438850165;12,463;41,90832
12327;Rome;Weekdays;167,1615271;Entire home/apt;False;False;3;False;0;1;8;73;1;1,585806794;0,543376462;12,49581;41,88743
12328;Rome;Weekdays;228,1813293;Entire home/apt;False;False;3;False;1;0;8;82;1;2,294554332;1,389478637;12,47567;41,89518
12329;Rome;Weekdays;167,1615271;Entire home/apt;False;False;2;False;1;0;9;86;1;3,219448745;0,551913485;12,51256;41,92881
12330;Rome;Weekdays;97,02382344;Private room;False;True;2;False;0;1;10;96;1;4,779387278;0,187424466;12,44528;41,90719
12331;Rome;Weekdays;207,6076029;Entire home/apt;False;False;2;False;0;0;9;96;1;4,456926;0,30372653;12,44882;41,90495
12332;Rome;Weekdays;276,5763449;Entire home/apt;False;False;6;True;0;1;9;94;2;3,083724088;0,92621224;12,475;41,882
12333;Rome;Weekdays;258,1067496;Entire home/apt;False;False;3;False;0;1;9;88;0;2,809495819;1,2528118;12,4684;41,9004
12334;Rome;Weekdays;161,5505108;Private room;False;True;2;False;0;1;10;100;1;1,304198592;0,25988072;12,51462;41,90811
12335;Rome;Weekdays;195,9179856;Private room;False;True;3;False;1;0;10;100;1;2,19842062;0,190925668;12,52104;41,91482
12336;Rome;Weekdays;250,8591869;Entire home/apt;False;False;5;False;0;1;10;94;2;3,004904771;1,266653584;12,46608;41,8996
12337;Rome;Weekdays;218,8296355;Private room;False;True;4;False;1;0;10;100;1;2,13745052;0,108889599;12,52104;41,91403
12338;Rome;Weekdays;319,3603441;Entire home/apt;False;False;6;True;1;0;10;97;2;0,730653808;0,41320677;12,4992;41,8947
12339;Rome;Weekdays;206,4386412;Entire home/apt;False;False;6;True;1;0;10;98;2;4,253670879;0,572941018;12,4538;41,91338
12340;Rome;Weekdays;205,2696795;Entire home/apt;False;False;4;False;0;1;10;89;1;1,416999636;0,436761194;12,496;41,889
12341;Rome;Weekdays;195,9179856;Private room;False;True;2;True;1;0;10;96;1;1,899241434;0,194179631;12,48126;41,90769
12342;Rome;Weekdays;115,4934187;Private room;False;True;2;True;0;0;10;98;1;2,379599392;0,345896519;12,52327;41,91544
12343;Rome;Weekdays;512,706614;Entire home/apt;False;False;6;False;0;0;2;20;2;2,058958546;1,071492627;12,47783;41,89759
12344;Rome;Weekdays;161,5505108;Entire home/apt;False;False;4;True;1;0;10;97;1;4,89872911;2,622796211;12,451;41,879
12345;Rome;Weekdays;143,0809155;Private room;False;True;2;False;1;0;9;88;1;0,614544919;0,243291402;12,49492;41,90007
12346;Rome;Weekdays;299,7217871;Entire home/apt;False;False;5;False;0;0;10;94;1;2,213800498;1,244200021;12,47716;41,8941
12347;Rome;Weekdays;193,5800622;Entire home/apt;False;False;2;True;1;0;10;93;1;9,28489561;0,851710991;12,4679;41,82133
12348;Rome;Weekdays;193,5800622;Entire home/apt;False;False;4;True;0;0;10;98;1;4,162882782;0,423541892;12,453;41,908
12349;Rome;Weekdays;133,7292217;Private room;False;True;2;False;0;1;10;77;1;0,288398439;0,375173607;12,50492;41,90253
12350;Rome;Weekdays;145,1850466;Private room;False;True;2;False;0;1;9;86;1;0,52740858;0,243493808;12,496;41,9
12351;Rome;Weekdays;159,2125874;Entire home/apt;False;False;3;True;0;0;9;95;1;4,440791353;0,388816884;12,5299;41,86665
12352;Rome;Weekdays;149,8608936;Private room;False;True;3;False;0;1;10;80;1;0,225988816;0,370493893;12,50497;41,90087
12353;Rome;Weekdays;177,4483903;Private room;False;True;2;False;1;0;10;95;1;4,124559317;0,904706007;12,51151;41,93735
12354;Rome;Weekdays;230,5192528;Entire home/apt;False;False;2;True;1;0;10;98;0;3,117514048;1,654654399;12,46913;41,88763
12355;Rome;Weekdays;101,465878;Private room;False;True;2;True;0;0;8;92;1;2,785340496;0,242599097;12,516;41,878
12356;Rome;Weekdays;264,8867276;Entire home/apt;False;False;4;True;0;0;9;96;1;1,848840298;0,756878647;12,48;41,9
12357;Rome;Weekdays;193,5800622;Entire home/apt;False;False;4;False;0;1;9;91;1;4,4890112;0,1863765;12,44916;41,90863
12358;Rome;Weekdays;178,6173521;Entire home/apt;False;False;4;False;1;0;9;90;1;4,576121007;0,327967892;12,44858;41,91034
12359;Rome;Weekdays;410,3055666;Entire home/apt;False;False;6;False;0;1;10;96;2;2,593674322;1,562135013;12,472;41,895
12360;Rome;Weekdays;172,7725434;Private room;False;True;2;False;0;0;10;92;1;2,711237452;1,440234845;12,473;41,89
12361;Rome;Weekdays;138,4050686;Entire home/apt;False;False;4;False;0;1;9;92;0;4,057044284;1,277604794;12,454;41,895
12362;Rome;Weekdays;242,2088701;Private room;False;True;3;True;1;0;10;97;1;0,598597768;0,072025898;12,49512;41,9017
12363;Rome;Weekdays;132,7940523;Entire home/apt;False;False;4;False;1;0;10;97;1;6,855362226;0,15216942;12,56058;41,85719
12364;Rome;Weekdays;93,28314591;Private room;False;True;2;False;0;1;9;86;1;3,936735695;1,065854117;12,54915;41,90618
12365;Rome;Weekdays;81,82732097;Private room;False;True;2;False;0;1;9;87;1;3,813258499;1,049108976;12,5476;41,90639
12366;Rome;Weekdays;83,93145208;Private room;False;True;2;False;0;1;9;88;1;3,92581452;1,115046969;12,54911;41,9057
12367;Rome;Weekdays;200,5938326;Private room;False;True;2;False;0;1;9;92;1;3,459856054;0,345553743;12,462;41,909
12368;Rome;Weekdays;253,664695;Entire home/apt;False;False;4;True;0;0;10;97;1;1,249045311;0,143740161;12,493;41,892
12369;Rome;Weekdays;149,8608936;Entire home/apt;False;False;5;False;0;1;9;91;2;1,497003919;1,214843024;12,52025;41,90003
12370;Rome;Weekdays;215,5565427;Entire home/apt;False;False;4;True;0;1;9;98;1;3,300404107;0,601627912;12,46293;41,90534
12371;Rome;Weekdays;161,5505108;Private room;False;True;5;False;0;1;9;80;2;0,190049904;0,236718791;12,50319;41,90243
12372;Rome;Weekdays;387,8615014;Entire home/apt;False;False;4;True;0;1;10;98;1;1,715008622;0,139871701;12,48243;41,90525
12373;Rome;Weekdays;285,9280387;Entire home/apt;False;False;5;False;1;0;10;98;2;2,750926485;0,655360508;12,50807;41,92525
12374;Rome;Weekdays;172,7725434;Private room;False;True;2;False;1;0;10;100;1;2,795335449;0,778051993;12,52561;41,919
12375;Rome;Weekdays;80,65835925;Private room;False;True;2;False;1;0;9;85;1;3,742973897;0,491147932;12,479;41,872
12376;Rome;Weekdays;80,65835925;Private room;False;True;2;False;1;0;9;81;1;3,742984006;0,491158362;12,479;41,872
12377;Rome;Weekdays;178,6173521;Entire home/apt;False;False;4;False;1;0;8;86;1;4,792843753;0,342291133;12,4459;41,91034
12378;Rome;Weekdays;97,02382344;Private room;False;True;2;False;0;1;9;93;1;4,742427259;0,32128245;12,44538;41,90508
12379;Rome;Weekdays;176,2794286;Private room;False;True;3;False;0;1;9;75;1;3,459851913;0,345556224;12,462;41,909
12380;Rome;Weekdays;153,3677787;Private room;False;True;2;False;0;1;9;87;1;3,362934984;0,442989072;12,46274;41,90761
12381;Rome;Weekdays;161,5505108;Entire home/apt;False;False;2;False;1;0;10;100;0;5,421100862;2,636704337;12,44521;41,8771
12382;Rome;Weekdays;71,54045777;Private room;False;True;2;False;1;0;9;91;1;3,827199575;0,999985297;12,53737;41,87855
12383;Rome;Weekdays;116,4285881;Private room;False;True;2;False;0;1;10;97;1;4,668049867;0,342402403;12,446;41,901
12384;Rome;Weekdays;472,7281229;Entire home/apt;False;False;6;False;0;1;10;95;2;1,49528751;0,543070968;12,48822;41,90932
12385;Rome;Weekdays;115,4934187;Private room;False;True;2;False;1;0;9;86;1;3,832575626;0,092978657;12,45721;41,90851
12386;Rome;Weekdays;184,4621607;Private room;False;True;3;False;1;0;9;100;1;2,160476915;0,146331908;12,52216;41,9134
12387;Rome;Weekdays;218,8296355;Private room;False;True;4;False;1;0;10;93;1;2,190253597;0,195687615;12,52278;41,91326
12388;Rome;Weekdays;161,5505108;Entire home/apt;False;False;4;False;1;0;9;93;1;2,947740724;1,619900619;12,47026;41,88934
12389;Rome;Weekdays;219,0634279;Entire home/apt;False;False;5;False;1;0;9;83;2;3,92790687;1,869841993;12,46174;41,88259
12390;Rome;Weekdays;184,4621607;Private room;False;True;2;True;1;0;10;95;1;1,171212887;0,609384591;12,50265;41,91141
12391;Rome;Weekdays;334,3230543;Entire home/apt;False;False;4;False;1;0;10;98;1;2,880617464;1,764030301;12,46851;41,89478
12392;Rome;Weekdays;92,11418418;Private room;False;True;4;False;1;0;9;95;2;7,108489343;0,728309542;12,45961;41,84538
12393;Rome;Weekdays;195,9179856;Private room;False;True;3;True;0;0;10;97;1;2,619822906;1,427632134;12,47108;41,89713
12394;Rome;Weekdays;86,50316789;Entire home/apt;False;False;2;False;1;0;8;87;1;5,437336876;1,23072435;12,54222;41,93966
12395;Rome;Weekdays;219,0634279;Entire home/apt;False;False;4;False;0;1;10;95;1;2,518619087;1,250552092;12,47561;41,89001
12396;Rome;Weekdays;107,3106866;Private room;False;True;2;False;1;0;10;95;1;3,835630799;1,073389694;12,45606;41,89963
12397;Rome;Weekdays;154,3029481;Entire home/apt;False;False;2;False;0;0;8;80;1;3,139727407;0,561984284;12,52268;41,92466
12398;Rome;Weekdays;241,9750777;Entire home/apt;False;False;4;False;0;0;9;96;1;2,026508834;0,870276048;12,47789;41,89958
12399;Rome;Weekdays;103,8038015;Private room;False;True;2;False;0;1;9;83;1;0,263504557;0,341915867;12,50449;41,90255
12400;Rome;Weekdays;161,5505108;Private room;False;True;3;False;0;1;10;93;1;3,255536442;0,284969751;12,525;41,877
12401;Rome;Weekdays;161,5505108;Private room;False;True;4;False;0;1;10;100;1;3,25555223;0,284959646;12,525;41,877
12402;Rome;Weekdays;172,7725434;Entire home/apt;False;False;5;False;1;0;8;78;1;2,780138603;1,23644292;12,46875;41,90059
12403;Rome;Weekdays;92,11418418;Private room;False;True;2;False;1;0;8;77;1;0,408679564;0,359449364;12,50465;41,89766
12404;Rome;Weekdays;380,3801464;Entire home/apt;False;False;4;True;0;0;10;97;2;2,806651548;1,485733937;12,47207;41,88947
12405;Rome;Weekdays;167,1615271;Private room;False;True;2;True;1;0;10;97;1;0,647627698;0,201200128;12,49445;41,90063
12406;Rome;Weekdays;153,3677787;Entire home/apt;False;False;6;False;0;0;10;94;2;5,439641271;2,708653213;12,45024;41,87108
12407;Rome;Weekdays;175,3442592;Entire home/apt;False;False;4;False;0;1;9;92;1;1,301603366;0,532253059;12,50035;41,88924
12408;Rome;Weekdays;236,1302691;Entire home/apt;False;False;4;False;0;1;9;94;1;3,184168083;1,789916019;12,465;41,894
12409;Rome;Weekdays;138,4050686;Private room;False;True;2;False;0;0;8;80;1;3,772434;0,341956294;12,4844;41,86964
12410;Rome;Weekdays;201,5290019;Entire home/apt;False;False;3;False;0;0;10;96;1;5,362732028;0,127025845;12,4796;41,85566
12411;Rome;Weekdays;172,7725434;Entire home/apt;False;False;4;False;0;1;8;86;1;1,751841503;0,717311483;12,49698;41,8856
12412;Rome;Weekdays;105,9079326;Private room;False;True;4;True;0;1;9;95;1;2,624086033;0,483095937;12,53155;41,892
12413;Rome;Weekdays;383,1856545;Private room;False;True;4;False;1;0;9;92;1;1,888700506;0,274293471;12,48019;41,90506
12414;Rome;Weekdays;144,0160849;Private room;False;True;4;False;0;1;10;91;1;1,874253257;0,677532856;12,502;41,884
12415;Rome;Weekdays;92,11418418;Private room;False;True;2;False;0;1;9;88;1;4,327498378;0,276227714;12,45082;41,90732
12416;Rome;Weekdays;112,9217029;Private room;False;True;2;True;1;0;10;97;1;4,512246143;0,963698261;12,45222;41,91679
12417;Rome;Weekdays;225,8434059;Entire home/apt;False;False;4;True;0;0;10;98;2;3,760173669;1,389470492;12,46916;41,924
12418;Rome;Weekdays;642,2275735;Entire home/apt;False;False;6;True;0;1;9;94;3;2,8591519;1,619754237;12,46822;41,89685
12419;Rome;Weekdays;164,8236037;Private room;False;True;2;False;0;1;10;98;1;2,573977016;0,780260047;12,472;41,906
12420;Rome;Weekdays;220,2323896;Entire home/apt;False;False;4;False;0;0;10;97;1;3,605826242;0,585565708;12,459;41,904
12421;Rome;Weekdays;161,5505108;Private room;False;True;2;True;1;0;10;99;1;5,983629902;0,410676924;12,47197;41,85199
12422;Rome;Weekdays;325,9065298;Entire home/apt;False;False;4;False;1;0;10;98;1;2,580071044;1,559945316;12,473;41,893
12423;Rome;Weekdays;194,7490239;Entire home/apt;False;False;5;False;1;0;9;85;1;4,205900437;0,692827328;12,4553;41,91514
12424;Rome;Weekdays;138,4050686;Entire home/apt;False;False;4;True;0;0;9;95;2;5,156324276;2,827995231;12,46308;41,93691
12425;Rome;Weekdays;219,0634279;Entire home/apt;False;False;4;False;0;1;9;93;1;2,711236794;1,440251006;12,473;41,89
12426;Rome;Weekdays;126,7154513;Private room;False;True;2;False;1;0;10;100;1;3,00013669;0,769564033;12,53738;41,90724
12427;Rome;Weekdays;178,8511444;Entire home/apt;False;False;4;True;0;0;10;98;1;7,128637008;2,116917632;12,42223;41,92423
12428;Rome;Weekdays;372,1974143;Entire home/apt;False;False;4;False;0;1;9;95;1;1,705791287;0,931898649;12,48233;41,89708
12429;Rome;Weekdays;265,12052;Entire home/apt;False;False;6;True;1;0;10;99;2;4,060821742;0,312706122;12,45535;41,91131
12430;Rome;Weekdays;195,9179856;Entire home/apt;False;False;2;False;0;0;10;100;1;3,309870923;1,677297699;12,46763;41,88608
12431;Rome;Weekdays;155,4719098;Entire home/apt;False;False;4;False;0;0;9;100;1;3,466395919;0,161230175;12,52235;41,87352
12432;Rome;Weekdays;288,2659622;Entire home/apt;False;False;4;False;0;1;9;97;1;1,51418173;0,360835313;12,48672;41,90803
12433;Rome;Weekdays;129,2871671;Private room;False;True;2;False;0;0;10;100;1;2,985043916;0,90559586;12,52585;41,92115
12434;Rome;Weekdays;103,8038015;Private room;False;True;2;False;1;0;10;93;1;4,542384391;1,77645051;12,461;41,874
12435;Rome;Weekdays;184,4621607;Private room;False;True;2;True;0;0;10;99;1;1,225577058;0,61828455;12,50406;41,91182
12436;Rome;Weekdays;161,5505108;Private room;False;True;3;True;1;0;10;94;1;5,774564227;0,516592093;12,47282;41,85377
12437;Rome;Weekdays;288,2659622;Entire home/apt;False;False;4;False;1;0;10;99;1;2,191802664;0,966637149;12,4759;41,89951
12438;Rome;Weekdays;239,6371543;Entire home/apt;False;False;5;True;1;0;10;95;2;1,270412563;0,075792515;12,507;41,89
12439;Rome;Weekdays;132,7940523;Private room;False;True;2;True;0;0;10;100;1;5,548884614;2,98935422;12,4464;41,87342
12440;Rome;Weekdays;200,5938326;Entire home/apt;False;False;6;False;0;0;10;93;2;1,483225306;0,288954444;12,507;41,888
12441;Rome;Weekdays;103,8038015;Private room;False;True;2;True;0;1;10;98;1;3,205561292;0,531527039;12,539;41,892
12442;Rome;Weekdays;144,0160849;Private room;False;True;2;False;0;1;9;90;1;0,335295991;0,394844832;12,501;41,898
12443;Rome;Weekdays;169,4994506;Entire home/apt;False;False;4;True;0;1;10;97;1;1,323785291;1,217771594;12,518;41,899
12444;Rome;Weekdays;146,3540084;Private room;False;True;3;False;0;1;9;89;1;1,195985842;0,132522429;12,508;41,891
12445;Rome;Weekdays;228,4151217;Private room;False;True;4;False;0;1;10;60;1;3,098913192;0,357523944;12,5237;41,87804
12446;Rome;Weekdays;222,3365207;Entire home/apt;False;False;4;True;0;0;10;99;1;1,487921454;0,618092684;12,50025;41,88756
12447;Rome;Weekdays;124,6113202;Entire home/apt;False;False;2;False;0;1;10;90;1;4,183169072;0,583117019;12,455;41,914
12448;Rome;Weekdays;136,0671452;Private room;False;True;2;False;0;0;10;80;1;7,277051386;0,14898755;12,41499;41,90736
12449;Rome;Weekdays;268,3936128;Entire home/apt;False;False;6;True;1;0;9;90;2;3,440363281;0,791215986;12,51482;41,87136
12450;Rome;Weekdays;331,9851308;Entire home/apt;False;False;4;False;0;1;9;91;1;2,848709686;1,421075741;12,46803;41,89884
12451;Rome;Weekdays;247,8198864;Entire home/apt;False;False;4;True;1;0;10;99;1;3,845770783;0,05593055;12,45721;41,90903
12452;Rome;Weekdays;213,2186192;Entire home/apt;False;False;4;False;0;1;10;95;2;4,633640532;0,530087344;12,482;41,862
12453;Rome;Weekdays;244,3130012;Entire home/apt;False;False;4;False;0;1;10;92;2;2,561570252;1,584406325;12,47287;41,8938
12454;Rome;Weekdays;138,4050686;Entire home/apt;False;False;3;False;1;0;10;91;1;1,257799593;1,086634048;12,51666;41,89737
12455;Rome;Weekdays;109,4148178;Private room;False;True;2;False;1;0;9;92;1;5,741002471;2,798715815;12,44864;41,86822
12456;Rome;Weekdays;95,62106937;Private room;False;True;2;False;1;0;9;94;1;5,920082512;2,756997559;12,44794;41,86633
12457;Rome;Weekdays;172,7725434;Private room;False;True;3;False;1;0;9;84;2;4,745745975;1,946671805;12,45915;41,8728
12458;Rome;Weekdays;218,8296355;Private room;False;True;4;False;1;0;6;80;1;4,951404489;2,103178045;12,45764;41,87128
12459;Rome;Weekdays;158,978795;Private room;False;True;2;True;0;1;10;97;1;2,775949662;0,288838833;12,473;41,913
12460;Rome;Weekdays;112,9217029;Private room;False;True;3;False;1;0;9;91;1;4,798033759;0,30146182;12,44468;41,90487
12461;Rome;Weekdays;155,7057022;Entire home/apt;False;False;4;False;0;1;10;98;1;3,184162739;1,789913755;12,465;41,894
12462;Rome;Weekdays;230,5192528;Private room;False;True;3;False;0;1;9;92;1;1,474778802;0,420452745;12,48742;41,90819
12463;Rome;Weekdays;248,9888481;Private room;False;True;2;False;0;1;10;92;1;1,434457898;0,504882149;12,48833;41,90853
12464;Rome;Weekdays;1152,596264;Entire home/apt;False;False;2;False;1;0;9;80;1;2,105583527;0,391129513;12,47891;41,90831
12465;Rome;Weekdays;69,20253431;Shared room;True;False;2;True;1;0;9;95;1;3,019843448;0,46901134;12,53337;41,88679
12466;Rome;Weekdays;1383,115517;Entire home/apt;False;False;3;False;1;0;10;100;1;2,058381045;0,341332008;12,47933;41,90796
12467;Rome;Weekdays;231,6882145;Entire home/apt;False;False;6;True;0;0;10;96;2;4,404853033;0,677077821;12,44922;41,89918
12468;Rome;Weekdays;285,9280387;Entire home/apt;False;False;4;False;0;1;9;91;1;3,015386027;1,319856588;12,466;41,899
12469;Rome;Weekdays;218,8296355;Entire home/apt;False;False;5;False;1;0;10;100;3;3,434875429;0,280146022;12,5263;41,87571
12470;Rome;Weekdays;103,8038015;Private room;False;True;2;False;0;1;9;88;1;3,931172136;1,59152075;12,464;41,88
12471;Rome;Weekdays;103,8038015;Private room;False;True;2;False;0;1;9;89;1;3,931149717;1,591508152;12,464;41,88
12472;Rome;Weekdays;196,151778;Entire home/apt;False;False;3;True;1;0;10;98;1;3,779765454;1,355818018;12,457;41,897
12473;Rome;Weekdays;191,2421387;Entire home/apt;False;False;4;False;0;0;9;94;1;2,563120127;1,112386858;12,47137;41,90137
12474;Rome;Weekdays;126,7154513;Entire home/apt;False;False;4;True;0;1;9;95;1;0,906896505;0,539045671;12,5105;41,89552
12475;Rome;Weekdays;182,1242373;Private room;False;True;2;False;1;0;10;96;1;2,756948759;0,606650588;12,4821;41,88114
12476;Rome;Weekdays;173,0063358;Entire home/apt;False;False;4;False;0;1;9;89;1;1,054985363;0,143145154;12,50618;41,89184
12477;Rome;Weekdays;147,5229701;Private room;False;True;2;False;1;0;10;95;1;2,790568807;0,630990719;12,48117;41,8813
12478;Rome;Weekdays;203,8669254;Entire home/apt;False;False;4;False;0;1;9;90;2;3,519818997;0,395866233;12,46044;41,90621
12479;Rome;Weekdays;149,8608936;Private room;False;True;2;True;0;1;9;93;1;1,073596078;0,74406435;12,498;41,91
12480;Rome;Weekdays;104,7389708;Private room;False;True;2;True;0;1;10;97;1;2,705286127;0,179617464;12,529;41,88696
12481;Rome;Weekdays;213,2186192;Entire home/apt;False;False;5;True;0;0;10;97;1;4,467023356;0,321612355;12,44867;41,90474
12482;Rome;Weekdays;138,4050686;Private room;False;True;2;False;0;0;10;100;1;4,861039258;1,732177271;12,46264;41,86864
12483;Rome;Weekdays;179,7863138;Private room;False;True;2;False;0;0;10;96;1;2,113478428;0,872799262;12,48122;41,89014
12484;Rome;Weekdays;297,3838637;Private room;False;True;2;True;1;0;10;98;1;1,641267649;0,079021195;12,48377;41,90614
12485;Rome;Weekdays;291,7728474;Entire home/apt;False;False;6;False;0;1;9;92;2;2,792589395;1,561158477;12,469;41,897
12486;Rome;Weekdays;230,5192528;Entire home/apt;False;False;4;False;0;1;10;95;2;2,561644665;1,026631523;12,50356;41,92391
12487;Rome;Weekdays;285,6942464;Entire home/apt;False;False;6;True;0;0;10;98;2;5,763150686;0,214600013;12,433;41,897
12488;Rome;Weekdays;392,0697636;Entire home/apt;False;False;3;False;0;1;10;100;1;1,449399075;0,370866194;12,495;41,889
12489;Rome;Weekdays;218,8296355;Private room;False;True;2;False;0;1;10;100;1;1,365307201;0,446806141;12,48876;41,90791
12490;Rome;Weekdays;195,9179856;Entire home/apt;False;False;4;True;1;0;10;99;1;0,808326779;0,224497706;12,494;41,897
12491;Rome;Weekdays;455,4274893;Entire home/apt;False;False;5;True;0;1;10;98;3;4,172533129;1,486063239;12,46439;41,87616
12492;Rome;Weekdays;1003,436747;Entire home/apt;False;False;5;False;0;0;10;100;2;2,161443406;0,440285317;12,47867;41,90914
12493;Rome;Weekdays;155,4719098;Entire home/apt;False;False;3;True;0;0;10;96;1;4,36626494;0,329612214;12,45081;41,90914
