ID;City;Weekdays_WE;Price;room_type;room_shared;room_private;person_capacity;host_is_superhost;multi_room;Buisness_noBuisness;cleanliness_rating;guest_satisfaction_overall;bedrooms;Center_dist;metro_dist;lng;lat
1;Paris;Weekdays;296,16;Private room;False;True;2;True;0;0;10;97;1;0,7;0,19;2,35385;48,86282
2;Paris;Weekdays;288,24;Private room;False;True;2;True;0;0;10;97;1;2,1;0,11;2,32436;48,85902
3;Paris;Weekdays;211,34;Private room;False;True;2;False;0;0;10;94;1;3,3;0,23;2,31714;48,87475
4;Paris;Weekdays;298,96;Entire home/apt;False;False;2;False;0;1;9;91;1;0,55;0,2;2,356;48,861
5;Paris;Weekdays;247,93;Entire home/apt;False;False;4;False;0;0;7;82;1;1,2;0,1;2,35915;48,86648
6;Paris;Weekdays;527,08;Entire home/apt;False;False;4;True;0;0;10;93;1;1,54;0,55;2,33201;48,85891
7;Paris;Weekdays;193,63;Private room;False;True;2;False;0;0;10;90;1;4;0,42;2,3067;48,87582
8;Paris;Weekdays;207,15;Entire home/apt;False;False;2;False;0;0;10;95;1;1,43;0,21;2,36075;48,86825
9;Paris;Weekdays;345,09;Entire home/apt;False;False;2;False;0;1;9;94;0;1,77;0,21;2,33543;48,86767
10;Paris;Weekdays;741,45;Entire home/apt;False;False;3;False;0;1;10;91;1;0,97;0,16;2,34467;48,86352
11;Paris;Weekdays;350,92;Private room;False;True;2;True;0;0;10;99;1;1,1;0,22;2,36172;48,86452
12;Paris;Weekdays;239,3;Entire home/apt;False;False;2;False;0;1;9;89;0;1,33;0,16;2,3484;48,86815
13;Paris;Weekdays;242,8;Private room;False;True;2;True;1;0;10;99;1;0,68;0,21;2,35093;48,85061
14;Paris;Weekdays;242,8;Private room;False;True;2;False;0;0;10;97;1;1,07;0,14;2,3506;48,86612
15;Paris;Weekdays;845,61;Entire home/apt;False;False;4;False;0;1;8;80;1;3,85;0,29;2,30609;48,87234
16;Paris;Weekdays;277,98;Private room;False;True;2;True;1;0;10;96;1;0,23;0,31;2,35564;48,85739
17;Paris;Weekdays;301,05;Entire home/apt;False;False;2;True;0;0;10;97;0;2,7;0,18;2,322;48,87
18;Paris;Weekdays;301,05;Entire home/apt;False;False;2;False;0;0;10;97;1;1,02;0,35;2,33902;48,8551
19;Paris;Weekdays;382,14;Private room;False;True;2;False;1;0;10;90;1;1,55;0,19;2,34653;48,8699
20;Paris;Weekdays;336,01;Entire home/apt;False;False;2;False;0;0;9;87;1;1,69;0,18;2,33735;48,86791
21;Paris;Weekdays;484,2;Entire home/apt;False;False;2;False;0;0;10;96;1;0,82;0,24;2,3538;48,86394
22;Paris;Weekdays;435,5;Entire home/apt;False;False;4;False;0;1;9;80;1;1,24;0,07;2,34713;48,86711
23;Paris;Weekdays;463,46;Entire home/apt;False;False;4;False;0;0;10;93;1;3,25;0,22;2,31294;48,86943
24;Paris;Weekdays;318,3;Entire home/apt;False;False;2;False;0;0;9;94;0;1,09;0,19;2,34119;48,86274
25;Paris;Weekdays;287,07;Private room;False;True;2;False;1;0;10;94;1;2,26;0,11;2,34349;48,87597
26;Paris;Weekdays;305,71;Private room;False;True;2;False;0;0;9;83;1;2,05;0,08;2,32478;48,85609
27;Paris;Weekdays;815,78;Entire home/apt;False;False;6;False;0;1;10;88;2;1,19;0,15;2,35136;48,86722
28;Paris;Weekdays;968,4;Entire home/apt;False;False;6;False;0;1;10;97;2;1;0,23;2,35917;48,86455
29;Paris;Weekdays;968,4;Entire home/apt;False;False;6;False;0;1;10;97;2;1,16;0,14;2,35871;48,86624
30;Paris;Weekdays;469,06;Entire home/apt;False;False;4;False;0;1;9;89;2;0,55;0,12;2,36022;48,85629
31;Paris;Weekdays;373,99;Entire home/apt;False;False;2;True;0;0;10;98;1;1,87;0,27;2,35258;48,87335
32;Paris;Weekdays;287,31;Entire home/apt;False;False;2;False;0;1;9;91;1;1,27;0,2;2,34905;48,86774
33;Paris;Weekdays;619,82;Entire home/apt;False;False;6;False;0;1;10;92;2;0,9;0,24;2,35816;48,86382
34;Paris;Weekdays;382,14;Entire home/apt;False;False;4;False;0;0;10;97;1;1,54;0,09;2,33218;48,85378
35;Paris;Weekdays;426,41;Entire home/apt;False;False;3;False;0;0;9;97;2;1,74;0,33;2,32912;48,85732
36;Paris;Weekdays;486,53;Entire home/apt;False;False;4;False;0;0;9;95;0;0,32;0,31;2,35327;48,8537
37;Paris;Weekdays;169,63;Entire home/apt;False;False;2;True;0;0;10;95;0;0,94;0,37;2,36095;48,8631
38;Paris;Weekdays;289,4;Entire home/apt;False;False;2;False;0;0;8;88;0;0,8;0,26;2,35667;48,86327
39;Paris;Weekdays;833,95;Private room;False;True;4;False;0;1;9;92;2;1,01;0,23;2,3599;48,86432
40;Paris;Weekdays;632,4;Entire home/apt;False;False;6;False;0;1;9;84;2;0,86;0,45;2,361;48,862
41;Paris;Weekdays;697,41;Private room;False;True;4;False;0;1;10;92;1;2,71;0,27;2,321;48,869
42;Paris;Weekdays;428,51;Private room;False;True;3;False;0;1;9;82;1;2,71;0,27;2,321;48,869
43;Paris;Weekdays;312,7;Entire home/apt;False;False;2;False;0;0;9;93;0;0,58;0,09;2,36003;48,85463
44;Paris;Weekdays;366,06;Entire home/apt;False;False;3;False;0;1;9;90;0;2,39;0,12;2,3341;48,87415
45;Paris;Weekdays;689,25;Entire home/apt;False;False;2;True;0;1;10;98;1;3,15;0,28;2,31622;48,87139
46;Paris;Weekdays;423,85;Private room;False;True;2;False;0;1;10;90;1;0,91;0,39;2,36157;48,86226
47;Paris;Weekdays;318,3;Entire home/apt;False;False;2;False;0;0;9;88;1;1,81;0,13;2,35776;48,87248
48;Paris;Weekdays;474,65;Entire home/apt;False;False;4;True;0;1;10;97;1;1,91;0,06;2,33;48,86494
49;Paris;Weekdays;660,13;Entire home/apt;False;False;3;True;0;0;10;97;1;0,73;0,11;2,34744;48,86212
50;Paris;Weekdays;263,77;Entire home/apt;False;False;2;False;0;1;9;92;0;1,45;0,15;2,35031;48,86953
51;Paris;Weekdays;606,77;Entire home/apt;False;False;5;False;0;1;10;100;1;2,18;0,11;2,331;48,87
52;Paris;Weekdays;291,73;Entire home/apt;False;False;2;False;1;0;9;90;1;1,47;0,11;2,35246;48,86979
53;Paris;Weekdays;589,76;Entire home/apt;False;False;6;False;0;1;9;85;1;1,79;0,12;2,329;48,853
54;Paris;Weekdays;555,97;Entire home/apt;False;False;2;False;0;1;9;86;0;1,5;0,12;2,35026;48,86997
55;Paris;Weekdays;422,92;Entire home/apt;False;False;2;True;0;1;10;98;1;0,82;0,09;2,343;48,853
56;Paris;Weekdays;469,06;Entire home/apt;False;False;5;False;1;0;8;88;1;0,61;0,32;2,36071;48,85814
57;Paris;Weekdays;524,75;Entire home/apt;False;False;5;False;0;1;9;95;1;1,19;0,14;2,35181;48,86725
58;Paris;Weekdays;921,1;Entire home/apt;False;False;6;False;0;1;10;95;2;1,16;0,2;2,35011;48,8669
59;Paris;Weekdays;880,56;Entire home/apt;False;False;2;False;0;1;9;93;1;1,18;0,18;2,33718;48,85376
60;Paris;Weekdays;486,3;Entire home/apt;False;False;4;False;0;1;9;91;1;2,59;0,17;2,33177;48,87529
61;Paris;Weekdays;434,34;Entire home/apt;False;False;2;False;0;0;10;100;1;1;0,29;2,36291;48,86257
62;Paris;Weekdays;284,98;Entire home/apt;False;False;2;True;0;0;10;93;1;0,87;0,05;2,34484;48,85072
63;Paris;Weekdays;393,79;Private room;False;True;4;False;0;0;8;87;1;3,79;0,23;2,30765;48,8733
64;Paris;Weekdays;405,44;Private room;False;True;2;False;0;1;10;88;1;2,71;0,27;2,321;48,869
65;Paris;Weekdays;287,31;Entire home/apt;False;False;2;False;0;1;9;92;0;1,31;0,15;2,34838;48,86795
66;Paris;Weekdays;230,92;Entire home/apt;False;False;2;False;1;0;10;94;0;1,11;0,22;2,36512;48,86234
67;Paris;Weekdays;577,87;Entire home/apt;False;False;2;False;1;0;9;93;0;1,92;0,28;2,32693;48,85929
68;Paris;Weekdays;973,76;Entire home/apt;False;False;5;False;0;1;9;96;2;3,28;0,25;2,313;48,87
69;Paris;Weekdays;606,77;Entire home/apt;False;False;6;False;0;1;10;96;1;1,72;0,16;2,341;48,87
70;Paris;Weekdays;324,12;Entire home/apt;False;False;2;False;0;1;10;91;0;3,7;0,16;2,30921;48,8733
71;Paris;Weekdays;594,42;Entire home/apt;False;False;6;False;0;1;9;90;1;1,27;0,19;2,354;48,868
72;Paris;Weekdays;448,32;Entire home/apt;False;False;4;False;0;1;8;82;1;0,24;0,13;2,34963;48,85723
73;Paris;Weekdays;340,43;Entire home/apt;False;False;2;False;0;1;9;65;0;0,19;0,07;2,35051;48,85738
74;Paris;Weekdays;277,98;Private room;False;True;2;True;0;0;9;93;1;1,32;0,09;2,34516;48,8673
75;Paris;Weekdays;266,33;Entire home/apt;False;False;4;False;0;0;7;79;0;1,52;0,09;2,35305;48,87025
76;Paris;Weekdays;1187,44;Private room;False;True;4;False;0;1;10;92;2;1,3;0,09;2,36534;48,86481
77;Paris;Weekdays;741,45;Entire home/apt;False;False;4;False;0;0;9;95;2;1,95;0,19;2,3304;48,86606
78;Paris;Weekdays;213,44;Entire home/apt;False;False;3;False;0;1;8;85;1;1,06;0,24;2,36323;48,86317
79;Paris;Weekdays;448,32;Entire home/apt;False;False;4;False;0;1;7;69;1;0,8;0,14;2,34484;48,86153
80;Paris;Weekdays;330,18;Entire home/apt;False;False;2;False;0;1;8;88;0;1,49;0,14;2,352;48,87
81;Paris;Weekdays;814,38;Entire home/apt;False;False;6;False;0;1;9;92;1;1,45;0,14;2,35197;48,86961
82;Paris;Weekdays;894,31;Private room;False;True;2;False;0;1;9;92;0;1,96;0,27;2,33256;48,86818
83;Paris;Weekdays;868,91;Private room;False;True;2;False;0;1;10;87;1;2,11;0,23;2,3306;48,86875
84;Paris;Weekdays;1274,35;Private room;False;True;4;False;0;1;10;80;2;2,17;0,13;2,33091;48,86978
85;Paris;Weekdays;438,3;Entire home/apt;False;False;4;False;1;0;9;91;1;1,68;0,25;2,36405;48,86971
86;Paris;Weekdays;970,97;Entire home/apt;False;False;4;False;0;0;10;100;2;1,4;0,18;2,3497;48,86899
87;Paris;Weekdays;1193,26;Entire home/apt;False;False;2;False;0;0;10;100;1;1,76;0,1;2,33442;48,86672
88;Paris;Weekdays;495,85;Entire home/apt;False;False;4;False;0;1;8;84;1;0,18;0,1;2,35239;48,85813
89;Paris;Weekdays;347,42;Entire home/apt;False;False;2;False;0;0;10;100;1;2,09;0,23;2,32839;48,86629
90;Paris;Weekdays;379,35;Private room;False;True;2;False;0;1;10;94;1;2,99;0,21;2,32826;48,87809
91;Paris;Weekdays;1059,98;Entire home/apt;False;False;5;False;0;1;10;100;2;3,87;0,31;2,30593;48,87269
92;Paris;Weekdays;839,55;Private room;False;True;4;False;0;1;10;89;2;2,97;0,18;2,32691;48,87716
93;Paris;Weekdays;303,38;Entire home/apt;False;False;2;False;0;0;8;85;1;1,21;0,03;2,3602;48,8663
94;Paris;Weekdays;450,41;Entire home/apt;False;False;4;False;1;0;9;89;1;0,61;0,24;2,3566;48,86145
95;Paris;Weekdays;428,51;Entire home/apt;False;False;2;True;0;0;10;94;1;0,4;0,23;2,35822;48,8565
96;Paris;Weekdays;625,41;Entire home/apt;False;False;5;False;0;0;9;89;3;1,18;0,13;2,3588;48,86643
97;Paris;Weekdays;382,14;Entire home/apt;False;False;2;False;0;1;9;76;0;1,23;0,07;2,347;48,867
98;Paris;Weekdays;498,18;Entire home/apt;False;False;4;False;1;0;8;90;1;0,99;0,2;2,34004;48,85361
99;Paris;Weekdays;289,4;Private room;False;True;2;True;1;0;10;96;1;1,95;0,15;2,33457;48,86932
100;Paris;Weekdays;416,86;Entire home/apt;False;False;2;False;0;0;10;100;1;2,32;0,23;2,32424;48,86562
101;Paris;Weekdays;443,66;Entire home/apt;False;False;4;False;0;1;9;81;1;1,27;0,19;2,354;48,868
102;Paris;Weekdays;852,6;Entire home/apt;False;False;6;True;0;0;9;96;1;3,92;0,35;2,30515;48,87267
103;Paris;Weekdays;355,58;Entire home/apt;False;False;2;False;0;1;8;68;0;1,11;0,29;2,3432;48,86426
104;Paris;Weekdays;1031,08;Entire home/apt;False;False;4;False;0;1;10;97;1;3,98;0,09;2,31434;48,88183
105;Paris;Weekdays;613,99;Private room;False;True;4;False;0;1;8;100;1;4,09;0,24;2,31428;48,88318
106;Paris;Weekdays;451,58;Entire home/apt;False;False;4;False;0;0;8;90;1;1,67;0,16;2,34231;48,86996
107;Paris;Weekdays;357,44;Private room;False;True;2;False;1;0;9;89;1;1,22;0,4;2,342;48,865
108;Paris;Weekdays;332,51;Entire home/apt;False;False;4;False;0;1;8;74;0;0,8;0,49;2,36;48,862
109;Paris;Weekdays;1170,19;Private room;False;True;2;False;0;0;6;73;1;1,71;0,07;2,33482;48,86646
110;Paris;Weekdays;622,15;Entire home/apt;False;False;4;False;0;0;9;91;1;1,26;0,21;2,35133;48,86786
111;Paris;Weekdays;1077,45;Entire home/apt;False;False;3;False;0;1;4;20;1;3,24;0,05;2,32646;48,88002
112;Paris;Weekdays;672,01;Entire home/apt;False;False;3;False;0;1;9;82;1;1,32;0,21;2,35179;48,86845
113;Paris;Weekdays;805,06;Entire home/apt;False;False;4;False;0;1;9;75;2;1,35;0,21;2,35146;48,86866
114;Paris;Weekdays;358,84;Entire home/apt;False;False;3;False;0;0;9;83;1;1,81;0,14;2,33374;48,86693
115;Paris;Weekdays;277,98;Entire home/apt;False;False;2;False;0;0;9;97;0;1,32;0,29;2,357;48,86814
116;Paris;Weekdays;347,42;Entire home/apt;False;False;2;False;0;1;9;82;0;3,57;0,15;2,30837;48,86968
117;Paris;Weekdays;377,48;Entire home/apt;False;False;3;False;0;1;9;80;1;3,64;0,12;2,30853;48,87141
118;Paris;Weekdays;336,01;Entire home/apt;False;False;2;False;0;1;8;93;0;3,69;0,14;2,30809;48,87189
119;Paris;Weekdays;321,79;Entire home/apt;False;False;2;False;0;1;9;78;0;3,45;0,1;2,31015;48,86982
120;Paris;Weekdays;324,35;Private room;False;True;2;False;0;1;9;92;1;1,19;0,19;2,337;48,854
121;Paris;Weekdays;416,86;Entire home/apt;False;False;2;False;0;0;10;98;1;0,87;0,08;2,35156;48,86437
122;Paris;Weekdays;355,58;Entire home/apt;False;False;2;False;0;1;9;87;0;0,94;0,16;2,34241;48,85158
123;Paris;Weekdays;336,01;Private room;False;True;2;False;1;0;10;100;1;1,05;0,04;2,353;48,866
124;Paris;Weekdays;341,6;Entire home/apt;False;False;4;False;0;0;8;89;1;1,26;0,23;2,35679;48,86757
125;Paris;Weekdays;232,08;Entire home/apt;False;False;3;False;1;0;9;87;0;2,11;0,18;2,34867;48,87537
126;Paris;Weekdays;489,56;Private room;False;True;2;False;0;1;9;87;1;3,04;0,16;2,32812;48,87854
127;Paris;Weekdays;552,47;Entire home/apt;False;False;4;False;0;1;9;93;1;1,23;0,18;2,3516;48,8676
128;Paris;Weekdays;339,5;Entire home/apt;False;False;2;False;0;1;9;86;0;0,88;0,18;2,357;48,864
129;Paris;Weekdays;324,35;Private room;False;True;2;False;0;1;9;89;1;1,19;0,19;2,337;48,854
130;Paris;Weekdays;324,35;Private room;False;True;2;False;0;1;9;90;1;1,19;0,19;2,337;48,854
131;Paris;Weekdays;307,81;Entire home/apt;False;False;2;True;0;0;9;93;1;1,55;0,28;2,35761;48,87015
132;Paris;Weekdays;463,23;Private room;False;True;4;False;1;0;9;89;1;1,18;0,15;2,35604;48,86693
133;Paris;Weekdays;466,96;Entire home/apt;False;False;4;False;0;1;9;93;1;1,79;0,21;2,33525;48,86783
134;Paris;Weekdays;368,39;Entire home/apt;False;False;2;False;0;1;9;91;0;1,71;0,2;2,33662;48,86767
135;Paris;Weekdays;339,5;Entire home/apt;False;False;2;False;0;1;10;90;0;0,88;0,18;2,357;48,864
136;Paris;Weekdays;358,84;Entire home/apt;False;False;4;True;1;0;9;98;1;2,14;0,15;2,33802;48,87322
137;Paris;Weekdays;173,36;Private room;False;True;2;True;0;0;10;98;1;1,49;0,16;2,36582;48,86682
138;Paris;Weekdays;282,41;Private room;False;True;3;False;0;1;9;89;2;1,19;0,19;2,337;48,854
139;Paris;Weekdays;423,39;Private room;False;True;2;False;0;1;9;89;1;3;0,19;2,32854;48,87837
140;Paris;Weekdays;455,31;Private room;False;True;5;False;0;1;9;92;2;1,19;0,19;2,337;48,854
141;Paris;Weekdays;530,57;Entire home/apt;False;False;4;False;0;1;9;96;1;0,88;0,17;2,34388;48,86196
142;Paris;Weekdays;281,48;Entire home/apt;False;False;2;False;0;0;9;88;0;1,1;0,09;2,35725;48,86596
143;Paris;Weekdays;1362,43;Entire home/apt;False;False;6;False;0;0;9;91;2;0,62;0,15;2,34441;48,85552
144;Paris;Weekdays;339,5;Entire home/apt;False;False;2;False;0;1;10;95;0;0,88;0,18;2,357;48,864
145;Paris;Weekdays;339,5;Entire home/apt;False;False;2;False;0;1;9;83;0;0,88;0,18;2,357;48,864
146;Paris;Weekdays;339,5;Entire home/apt;False;False;2;False;0;1;9;95;0;0,88;0,18;2,357;48,864
147;Paris;Weekdays;339,5;Entire home/apt;False;False;2;False;0;1;10;100;0;0,88;0,18;2,357;48,864
148;Paris;Weekdays;339,5;Entire home/apt;False;False;2;False;0;1;9;85;0;0,88;0,18;2,357;48,864
149;Paris;Weekdays;357,44;Entire home/apt;False;False;2;False;0;1;10;94;0;0,88;0,18;2,357;48,864
150;Paris;Weekdays;405,44;Entire home/apt;False;False;4;False;0;0;7;91;2;1,78;0,14;2,34264;48,87111
151;Paris;Weekdays;339,5;Entire home/apt;False;False;2;False;0;1;8;77;0;0,88;0,18;2,357;48,864
152;Paris;Weekdays;339,5;Entire home/apt;False;False;2;False;0;1;10;100;0;0,88;0,18;2,357;48,864
153;Paris;Weekdays;339,5;Entire home/apt;False;False;2;False;0;1;10;94;0;0,88;0,18;2,357;48,864
154;Paris;Weekdays;339,5;Entire home/apt;False;False;2;False;0;1;9;90;0;0,88;0,18;2,357;48,864
155;Paris;Weekdays;451,81;Entire home/apt;False;False;3;False;0;0;10;95;1;0,97;0,14;2,35396;48,86526
156;Paris;Weekdays;473,95;Entire home/apt;False;False;2;False;0;1;10;100;1;0,66;0,42;2,3609;48,85903
157;Paris;Weekdays;552,71;Entire home/apt;False;False;6;False;0;0;9;95;1;3,51;0,1;2,31023;48,87108
158;Paris;Weekdays;320,39;Private room;False;True;2;False;0;0;10;97;1;1,13;0,26;2,3625;48,86447
159;Paris;Weekdays;577,87;Entire home/apt;False;False;2;False;1;0;10;80;0;1,8;0,4;2,32855;48,85948
160;Paris;Weekdays;266,33;Entire home/apt;False;False;2;True;1;0;10;99;1;1,1;0,07;2,33991;48,8617
161;Paris;Weekdays;377,48;Entire home/apt;False;False;2;False;0;1;8;75;0;0,37;0,11;2,34874;48,85852
162;Paris;Weekdays;377,48;Entire home/apt;False;False;2;False;0;1;10;60;0;0,44;0,14;2,34844;48,85936
163;Paris;Weekdays;377,48;Entire home/apt;False;False;2;False;0;1;8;60;0;0,48;0,12;2,3478;48,85937
164;Paris;Weekdays;339,5;Entire home/apt;False;False;2;False;0;1;8;71;0;0,88;0,18;2,357;48,864
165;Paris;Weekdays;339,5;Entire home/apt;False;False;2;False;0;1;8;73;0;0,88;0,18;2,357;48,864
166;Paris;Weekdays;699,74;Entire home/apt;False;False;4;True;0;0;10;99;2;2,21;0,07;2,34045;48,87474
167;Paris;Weekdays;333,21;Entire home/apt;False;False;4;False;0;1;9;93;1;2,78;0,21;2,32527;48,87375
168;Paris;Weekdays;355,58;Entire home/apt;False;False;2;False;0;1;10;76;0;2,68;0,09;2,32692;48,8736
169;Paris;Weekdays;355,58;Entire home/apt;False;False;2;False;0;1;6;50;0;2,55;0,19;2,32679;48,87187
170;Paris;Weekdays;420,36;Entire home/apt;False;False;4;False;0;1;8;85;1;1,27;0,19;2,354;48,868
171;Paris;Weekdays;339,5;Entire home/apt;False;False;2;False;0;1;8;60;0;0,84;0,2;2,35638;48,86374
172;Paris;Weekdays;376,55;Entire home/apt;False;False;2;False;0;0;7;75;1;0,39;0,38;2,35766;48,858
173;Paris;Weekdays;875,66;Entire home/apt;False;False;6;False;0;1;10;100;3;4,1;0,1;2,31179;48,88167
174;Paris;Weekdays;213,44;Entire home/apt;False;False;4;False;0;0;9;90;1;2,19;0,11;2,348;48,876
175;Paris;Weekdays;324,35;Entire home/apt;False;False;2;True;0;0;10;99;1;1,2;0,04;2,36055;48,86601
176;Paris;Weekdays;726,3;Entire home/apt;False;False;3;False;1;0;10;95;0;1,78;0,4;2,3287;48,85874
177;Paris;Weekdays;301,05;Private room;False;True;2;True;0;1;10;80;1;2,5;0,15;2,328;48,872
178;Paris;Weekdays;332,51;Private room;False;True;2;False;0;1;9;95;1;2,2;0,19;2,342;48,875
179;Paris;Weekdays;714,65;Entire home/apt;False;False;3;False;1;0;10;93;0;1,74;0,29;2,32899;48,85677
180;Paris;Weekdays;393,79;Entire home/apt;False;False;6;False;1;0;7;86;2;1,55;0,06;2,34834;48,8702
181;Paris;Weekdays;285,91;Entire home/apt;False;False;4;False;0;0;8;87;2;3,37;0,14;2,32077;48,87839
182;Paris;Weekdays;243,03;Entire home/apt;False;False;2;False;0;0;10;93;0;0,52;0,21;2,3553;48,85218
183;Paris;Weekdays;776,17;Entire home/apt;False;False;3;False;0;1;9;73;1;1,82;0,2;2,33492;48,86801
184;Paris;Weekdays;283,58;Entire home/apt;False;False;2;False;1;0;10;91;0;0,78;0,35;2,35802;48,86271
185;Paris;Weekdays;1059,98;Entire home/apt;False;False;4;False;0;1;8;75;2;1,93;0,19;2,33417;48,86885
186;Paris;Weekdays;539,66;Entire home/apt;False;False;5;False;0;1;9;85;1;1,27;0,22;2,3511;48,86791
187;Paris;Weekdays;331,34;Entire home/apt;False;False;2;True;0;1;10;95;0;1,22;0,18;2,36378;48,86476
188;Paris;Weekdays;297,33;Private room;False;True;2;False;1;0;8;80;1;1,28;0,02;2,366;48,864
189;Paris;Weekdays;261,44;Private room;False;True;2;False;1;0;10;98;1;1,28;0,02;2,366;48,864
190;Paris;Weekdays;254,68;Entire home/apt;False;False;2;False;0;0;9;96;1;1,26;0,21;2,35329;48,86788
191;Paris;Weekdays;762,19;Entire home/apt;False;False;6;False;0;1;9;87;2;1,15;0,13;2,35605;48,86672
192;Paris;Weekdays;359,07;Private room;False;True;2;False;1;0;10;99;1;2,05;0,16;2,34;48,873
193;Paris;Weekdays;480,71;Entire home/apt;False;False;3;False;0;1;10;85;0;1,68;0,12;2,34001;48,86913
194;Paris;Weekdays;158,45;Private room;False;True;2;False;1;0;9;81;1;1,91;0,17;2,34462;48,87287
195;Paris;Weekdays;158,45;Private room;False;True;2;False;1;0;5;60;1;1,85;0,1;2,3446;48,87231
196;Paris;Weekdays;288,24;Entire home/apt;False;False;2;False;0;1;10;94;1;1,23;0,09;2,34742;48,86707
197;Paris;Weekdays;325,52;Entire home/apt;False;False;4;False;0;1;9;91;1;3,89;0,32;2,30606;48,87315
198;Paris;Weekdays;380,04;Entire home/apt;False;False;3;False;1;0;10;100;1;1,5;0,2;2,34601;48,86932
199;Paris;Weekdays;457,41;Entire home/apt;False;False;5;False;1;0;9;91;1;1,08;0,27;2,34492;48,86477
200;Paris;Weekdays;225,09;Entire home/apt;False;False;2;False;1;0;9;96;0;1,4;0,21;2,35112;48,86914
201;Paris;Weekdays;308,04;Private room;False;True;2;False;0;1;10;91;1;2,71;0,27;2,321;48,869
202;Paris;Weekdays;312,7;Entire home/apt;False;False;2;False;0;0;10;100;1;1,79;0,07;2,34344;48,87146
203;Paris;Weekdays;406,38;Entire home/apt;False;False;2;False;0;1;8;82;0;1,85;0,11;2,331;48,865
204;Paris;Weekdays;486,53;Entire home/apt;False;False;4;False;0;1;10;95;1;1,37;0,19;2,34846;48,8686
205;Paris;Weekdays;497,95;Entire home/apt;False;False;5;False;0;0;9;93;1;0,83;0,13;2,35227;48,86407
206;Paris;Weekdays;289,4;Entire home/apt;False;False;2;True;0;0;10;98;1;1,07;0,23;2,34876;48,86581
207;Paris;Weekdays;327,62;Entire home/apt;False;False;2;True;0;0;9;94;1;1,33;0,17;2,35927;48,8677
208;Paris;Weekdays;497,95;Entire home/apt;False;False;4;False;0;0;9;93;1;0,57;0,24;2,34781;48,86047
209;Paris;Weekdays;718,15;Entire home/apt;False;False;4;False;0;1;9;93;1;1,27;0,4;2,341;48,865
210;Paris;Weekdays;773,84;Entire home/apt;False;False;5;False;0;1;9;92;2;1,23;0,2;2,35806;48,86709
211;Paris;Weekdays;370,72;Entire home/apt;False;False;2;False;0;0;10;100;1;0,87;0,44;2,3606;48,86244
212;Paris;Weekdays;460,9;Private room;False;True;2;True;0;1;10;100;1;2,42;0,26;2,328;48,871
213;Paris;Weekdays;504,94;Private room;False;True;2;True;0;1;10;100;1;2,42;0,26;2,328;48,871
214;Paris;Weekdays;593,02;Private room;False;True;2;True;0;1;10;100;1;2,42;0,26;2,328;48,871
215;Paris;Weekdays;569,95;Private room;False;True;2;True;0;1;10;100;1;2,42;0,26;2,328;48,871
216;Paris;Weekdays;548,98;Private room;False;True;2;True;0;1;10;100;1;2,42;0,26;2,328;48,871
217;Paris;Weekdays;637,06;Private room;False;True;2;True;0;1;10;100;1;2,42;0,26;2,328;48,871
218;Paris;Weekdays;681,33;Private room;False;True;2;True;0;1;10;100;1;2,42;0,26;2,328;48,871
219;Paris;Weekdays;1121,26;Private room;False;True;4;True;0;1;10;100;2;2,42;0,26;2,328;48,871
220;Paris;Weekdays;382,14;Entire home/apt;False;False;2;False;1;0;10;93;1;1,13;0,27;2,34486;48,86528
221;Paris;Weekdays;532,9;Entire home/apt;False;False;2;False;0;0;10;100;1;1,16;0,17;2,346;48,866
222;Paris;Weekdays;462,07;Entire home/apt;False;False;4;False;1;0;9;84;1;1,94;0,32;2,34717;48,87366
223;Paris;Weekdays;287,31;Entire home/apt;False;False;2;False;0;1;8;86;1;0,95;0,32;2,34;48,855
224;Paris;Weekdays;289,4;Entire home/apt;False;False;2;True;0;1;10;95;1;0,81;0,28;2,35744;48,86321
225;Paris;Weekdays;1227,98;Entire home/apt;False;False;6;False;1;0;10;98;2;1,77;0,23;2,32864;48,85581
226;Paris;Weekdays;472,55;Entire home/apt;False;False;2;True;0;0;10;100;1;2,04;0,3;2,331;48,868
227;Paris;Weekdays;364,9;Entire home/apt;False;False;3;False;0;1;9;94;0;0,81;0,48;2,36084;48,86152
228;Paris;Weekdays;487,46;Private room;False;True;2;False;0;0;9;93;1;3,09;0,14;2,32874;48,87944
229;Paris;Weekdays;334,61;Entire home/apt;False;False;2;False;0;0;9;92;1;1,37;0,11;2,34721;48,86836
230;Paris;Weekdays;308,04;Private room;False;True;2;False;1;0;9;94;1;1,93;0,19;2,34466;48,87305
231;Paris;Weekdays;433,17;Entire home/apt;False;False;2;True;0;1;9;95;1;0,82;0,09;2,343;48,853
232;Paris;Weekdays;3081,83;Entire home/apt;False;False;6;False;1;0;10;100;3;1,33;0,13;2,33795;48,86356
233;Paris;Weekdays;356,74;Entire home/apt;False;False;2;True;0;1;10;85;1;1,28;0,01;2,36608;48,86404
234;Paris;Weekdays;262,84;Entire home/apt;False;False;2;False;0;0;10;90;0;1,09;0,04;2,35211;48,86639
235;Paris;Weekdays;318,3;Entire home/apt;False;False;3;False;0;0;9;92;1;2,66;0,18;2,33106;48,87579
236;Paris;Weekdays;474,65;Entire home/apt;False;False;4;False;0;0;9;100;1;1,72;0,13;2,33327;48,86513
237;Paris;Weekdays;602,34;Entire home/apt;False;False;2;True;0;0;10;97;1;0,88;0,2;2,34363;48,86178
